Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,(Keep) following the money on state and local politics,2015-03-07,10:10 a.m.,2015-03-07,11:10 a.m.,False,"Speakers: Ben Wieder, Denise Malan - *Moderated by Benjamin Wieder, The Center for Public Integrity | URL: http://ire.org/events-and-training/event/1494/1761/",International 6-7,False
,Sensor journalism: Buzz or BS?,2015-03-07,10:10 a.m.,2015-03-07,11:10 a.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1759/,International 2-3,False
python,Advanced Python for data analysis: Part 1,2015-03-07,10:10 a.m.,2015-03-07,11:10 a.m.,False,Speakers:  | URL: http://ire.org/events-and-training/event/1494/1799/,M104,False
ruby,Ruby 2: Acquiring and transforming data,2015-03-07,10:10 a.m.,2015-03-07,11:10 a.m.,False,Speakers: Jeff Larson | URL: http://ire.org/events-and-training/event/1494/1651/,See printed schedule for room information,False
,Policing the police,2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,"Speakers: Rob Barry, Ben Poston, Topher Sanders - *Moderated by Corey Johnson, The Marshall Project | URL: http://ire.org/events-and-training/event/1494/1767/",International 8-9,False
,Go home and share your work!,2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1765/,International 4-5,False
,Deep dive: Phil Meyer Award winners,2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,"*Moderated by Mark Horvit, IRE/NICAR | URL: http://ire.org/events-and-training/event/1494/1764/",International 2-3,False
,Machine learning,2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,Speakers: Chase Davis | URL: http://ire.org/events-and-training/event/1494/1666/,M107,False
spreadsheets,OpenRefine (repeat session),2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,Speakers: David Herzog | URL: http://ire.org/events-and-training/event/1494/1661/,M103,False
python,Advanced Python for data analysis: Part 2,2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1800/,M104,False
,Amazon cloud basics (repeat session),2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,Speakers: Mike Tigas | URL: http://ire.org/events-and-training/event/1494/1801/,M105,False
,Import.io: Web scraping without coding (repeat session),2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,Speakers: Andrew Fogg | URL: http://ire.org/events-and-training/event/1494/1691/,M109,False
ruby,Ruby 3: Simple web apps with Ruby,2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,Speakers: Jacob Harris | URL: http://ire.org/events-and-training/event/1494/1652/,See printed schedule for room information,False
,Under pressure: Real life in real time with breaking news,2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,Speakers: Stephen Stock | URL: http://ire.org/events-and-training/event/1494/1659/,M106,False
,Intermediate/Advanced Security,2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,"Speakers: Harlo Holmes, Aurelia Moser | URL: http://ire.org/events-and-training/event/1494/1768/",International 10,False
,Making data-informed design decisions,2015-03-07,11:20 a.m.,2015-03-07,12:20 p.m.,False,"Speakers: Tyler Fisher, Josh Kadis | URL: http://ire.org/events-and-training/event/1494/1766/",International 6-7,False
web development,Automate your development life: Build and deploy with Yeoman and Grunt,2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,Speakers: Ryan Murphy | URL: http://ire.org/events-and-training/event/1494/1670/,M106,False
maps,Introduction to mapping: Importing and displaying data geographically with QGIS,2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,Speakers: Peter Aldhous | URL: http://ire.org/events-and-training/event/1494/1668/,M102,False
python,Web scraping using Python (repeat session),2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,Speakers: Paul Schreiber | URL: http://ire.org/events-and-training/event/1494/1667/,M101,False
,Mini Boot Camp (Saturday) *pre-registered attendees only,2015-03-07,2:10 p.m.,2015-03-07,5:30 p.m.,False,"Speakers: Denise Malan, Liz Lucas - This is a continuation of Friday's hands-on workshop. &nbsp;Preregistered attendees only. | URL: http://ire.org/events-and-training/event/1494/1604/",M103/M105,False
,Twitter Bootstrap: Responsive website framework,2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,Speakers: Erika Lee | URL: http://ire.org/events-and-training/event/1494/1671/,M107,False
,How to draw the Internet: Better interactives through paper prototyping,2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,"Speakers: Noah Veltman, Sisi Wei | URL: http://ire.org/events-and-training/event/1494/1773/",International 10,False
,Data negotiation: To FOIA or not to FOIA,2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1772/,International 8-9,False
,Spotlight: Talking about uncertainty,2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,Speakers: Jordan Ellenberg | URL: http://ire.org/events-and-training/event/1494/1771/,International 6-7,False
,Catching fire: Spreading data journalism throughout the newsroom,2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,"Speakers: Emma Carew Grovum, Jeff Ernsthausen, Jodi Upton | URL: http://ire.org/events-and-training/event/1494/1770/",International 4-5,False
,"So they bought a federal candidate, now what?",2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,"Speakers: Ben Wieder, Jacob Fenton - *Moderated by Benjamin Wieder, The Center for Public Integrity | URL: http://ire.org/events-and-training/event/1494/1769/",International 2-3,False
python,Getting started with Python (hands-on),2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1802/,M104,False
databases,Getting started with SQLite,2015-03-07,2:10 p.m.,2015-03-07,3:10 p.m.,False,Speakers: Troy Thibodeaux | URL: http://ire.org/events-and-training/event/1494/1669/,M109,False
maps,Mapping 2: Manipulating and editing geographic data with QGIS,2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,Speakers: Michael Corey | URL: http://ire.org/events-and-training/event/1494/1673/,M102,False
,Teach yourself to code (repeat session),2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,Speakers: Becca Aaronson | URL: http://ire.org/events-and-training/event/1494/1672/,M101,False
databases,Summing and grouping in SQLite,2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,Speakers: Troy Thibodeaux | URL: http://ire.org/events-and-training/event/1494/1674/,M109,False
,Visualizing your data with R (repeat session),2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,Speakers: Ronald Campbell | URL: http://ire.org/events-and-training/event/1494/1676/,M107,False
,Reporting and presentation with DocumentCloud,2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,"Speakers: Anthony DeBarros, Ted Han | URL: http://ire.org/events-and-training/event/1494/1675/",M106,False
python,Python 2,2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1803/,M104,False
,Kimono: An easier way to scrape the Web,2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1797/,M104,False
,Visualization for reporting,2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,"Speakers: Coulter Jones, Michelle Minkoff | URL: http://ire.org/events-and-training/event/1494/1778/",International 10,False
,Flying solo: When your data “team” is just you,2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,"Speakers: Kate Martin, Scott Pham, Chad Skelton, Brent Jones - *Moderated by Brent Jones, St. Louis Public Radio | URL: http://ire.org/events-and-training/event/1494/1777/",International 8-9,False
,50 ideas in 60 minutes,2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,"Speakers: Tyler Dukes, Mc Nelly Torres | URL: http://ire.org/events-and-training/event/1494/1776/",International 6-7,False
,Data smells,2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,"Speakers: Jacob Harris, Chris Keller, Aurelia Moser | URL: http://ire.org/events-and-training/event/1494/1775/",International 4-5,False
,Getting started with machine learning,2015-03-07,3:20 p.m.,2015-03-07,4:20 p.m.,False,"Speakers: Chase Davis, Jeff Ernsthausen, Robert Lannon | URL: http://ire.org/events-and-training/event/1494/1774/",International 2-3,False
python,Python 3,2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1804/,M104,False
web development,Web inspector for complex scrapes,2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,Speakers: Eric Sagara - M102 | URL: http://ire.org/events-and-training/event/1494/1678/,M102,False
statistics,How to not make a fool of yourself with statistics,2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,"Speakers: Rob Barry, Holly Hacker - *Moderated by John Perry, The Atlanta Journal-Constitution | URL: http://ire.org/events-and-training/event/1494/1782/",International 8-9,False
,Mise en Place: What a restaurant kitchen can teach us about deadline coding,2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,"*Moderated by Jeremy Bowers, The New York Times | URL: http://ire.org/events-and-training/event/1494/1781/",International 6-7,False
,Editing the data story,2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1779/,International 2-3,False
databases,Joining and advanced operations in SQLite,2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,Speakers: Matt Kiefer | URL: http://ire.org/events-and-training/event/1494/1679/,M109,False
javascript,Intro to D3 (repeat session),2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,"Speakers: Darla Cameron, Alex Bordens | URL: http://ire.org/events-and-training/event/1494/1677/",M101,False
,Reporting out the data story,2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1780/,International 4-5,False
"statistics, spreadsheets",Simple stats in Excel (repeat session),2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,"Speakers: Norm Lewis - You don't need a special statistics program to run simple statistics. In this session, you'll learn how to compute some basic statistics in Excel and figure out what they mean. | URL: http://ire.org/events-and-training/event/1494/1680/",M106,False
python,Advanced Python,2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1805/,M107,False
,On repeat: How to use loops to explain anything,2015-03-07,4:30 p.m.,2015-03-07,5:30 p.m.,False,Speakers: Lena Groeger | URL: http://ire.org/events-and-training/event/1494/1783/,International 10,False
maps,Introduction to mapping: Importing and displaying data geographically with QGIS (repeat session),2015-03-08,9:00:00 a.m.,2015-03-08,10:00:00 a.m.,False,Speakers: Alex Richards | URL: http://ire.org/events-and-training/event/1494/1692/,M107,False
,Installation party,2015-03-08,9:00:00 a.m.,2015-03-08,10:00:00 a.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1683/,M109,False
python,Just enough Django: Distributed data entry in the newsroom (pre-registered attendees only),2015-03-08,9:00:00 a.m.,2015-03-08,12:20 p.m.,False,"Speakers: Ken Schwencke, Ben Welsh - Ben Welsh presents a step-by-step guide to creating a simple web application that empowers you to enlist reporters in data entry and refinement. The 3-hour, hands-on tutorial will teach you how to take advantage of the Django Web framework's powerful administration panel, without bothering with all the other web developer crap. You will learn how to design database tables, load in data and quickly create a system for others to improve it. Preregistration is required and seating is limited. Laptops will be provided for the training. | URL: http://ire.org/events-and-training/event/1494/1606/",M102,False
tableau,Lightning fast data analysis with Tableau: Part one,2015-03-08,9:00:00 a.m.,2015-03-08,10:00:00 a.m.,False,"Speakers: Sarah Ryley, Jewel Loree | URL: http://ire.org/events-and-training/event/1494/1681/",M101,False
,Tools for cracking PDFs (repeat session),2015-03-08,9:00:00 a.m.,2015-03-08,10:00:00 a.m.,False,Speakers: Danielle Cervantes | URL: http://ire.org/events-and-training/event/1494/1807/,M106,False
,Game of life: Data from day one to the day you die,2015-03-08,9:00:00 a.m.,2015-03-08,10:00:00 a.m.,False,"Speakers: Jaimi Dowdell, Jennifer LaFleur | URL: http://ire.org/events-and-training/event/1494/1785/",International 8-9,False
,Shedding light on the dark web: Using tech to build corporate investigations,2015-03-08,9:00:00 a.m.,2015-03-08,10:00:00 a.m.,False,"Speakers: David Buxton, Sam Hardy | URL: http://ire.org/events-and-training/event/1494/1788/",International 10,False
databases,Advanced SQL using PostgreSQL,2015-03-08,9:00:00 a.m.,2015-03-08,10:00:00 a.m.,False,Speakers: Anthony DeBarros | URL: http://ire.org/events-and-training/event/1494/1687/,M104,False
,Mini Boot Camp (Sunday) *pre-registered attendees only,2015-03-08,9:00:00 a.m.,2015-03-08,12:20 p.m.,False,"Speakers: David Herzog, Denise Malan - This is a continuation of Saturday's hands-on workshop. &nbsp;Preregistered attendees only. | URL: http://ire.org/events-and-training/event/1494/1605/",M105,False
spreadsheets,Excel en Español,2015-03-08,9:00:00 a.m.,2015-03-08,12:20 p.m.,False,"This three-hour hands-on workshop teaches journalists, in Spanish, how to use Excel, a powerful electronic spreadsheet for deadline and beat reporting on budgets, salaries, elections and more. Learn from fluent teachers how to dig deeper using the Internet and find valuable datasets for your stories. Seating is limited. | URL: http://ire.org/events-and-training/event/1494/1808/",M103,False
,Using machine learning to deal with dirty data: a Dedupe demonstration,2015-03-08,10:10 a.m.,2015-03-08,11:10 a.m.,False,Speakers: Jeff Ernsthausen | URL: http://ire.org/events-and-training/event/1494/1790/,International 10,False
tableau,Lightning fast data analysis with Tableau: Part two,2015-03-08,10:10 a.m.,2015-03-08,11:10 a.m.,False,"Speakers: Ben Jones, Sarah Ryley | URL: http://ire.org/events-and-training/event/1494/1682/",M101,False
,Using Silk.co to analyze data and publish beautiful maps and charts in minutes,2015-03-08,10:10 a.m.,2015-03-08,11:10 a.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1806/,M106,False
,Under pressure: Real life in real time with breaking news (repeat session),2015-03-08,10:10 a.m.,2015-03-08,11:10 a.m.,False,Speakers: Stephen Stock | URL: http://ire.org/events-and-training/event/1494/1684/,M109,False
,Finding data trails,2015-03-08,10:10 a.m.,2015-03-08,11:10 a.m.,False,Speakers: Megan Luther | URL: http://ire.org/events-and-training/event/1494/1786/,International 8-9,False
,Making your own Yo bot,2015-03-08,10:10 a.m.,2015-03-08,11:10 a.m.,False,Speakers: Matthew Waite | URL: http://ire.org/events-and-training/event/1494/1686/,M104,False
maps,Mapping 2: Manipulating and editing geographic data with QGIS (repeat session),2015-03-08,10:10 a.m.,2015-03-08,11:10 a.m.,False,Speakers: Alex Richards | URL: http://ire.org/events-and-training/event/1494/1693/,M107,False
,Career roundtable,2015-03-08,11:20 a.m.,2015-03-08,12:20 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1494/1784/,International 6-7,False
,Mining searchable databases for stories,2015-03-08,11:20 a.m.,2015-03-08,12:20 p.m.,False,"Speakers: Jonathan Stoneman, Jaimi Dowdell | URL: http://ire.org/events-and-training/event/1494/1787/",International 8-9,False
,CAR wash,2015-03-08,11:20 a.m.,2015-03-08,12:20 p.m.,False,Speakers: Sean Sposito | URL: http://ire.org/events-and-training/event/1494/1688/,M104,False
,Take home a text editor,2015-03-08,11:20 a.m.,2015-03-08,12:20 p.m.,False,Speakers: Liz Lucas | URL: http://ire.org/events-and-training/event/1494/1685/,M109,False
,Advanced DocumentCloud: Examples and suggestions,2015-03-08,11:20 a.m.,2015-03-08,12:20 p.m.,False,"Speakers: Anthony DeBarros, Ted Han | URL: http://ire.org/events-and-training/event/1494/1789/",International 10,False
